"Beach ID","Beach Name","County","State","SwimSeasonLength","SwimSeason Length Units","SwimSeasonMonitoringFrequency","SwimSeasonMonitorFrequencyUnits","Off SeasonMonitoringFrequency","Off SeasonMonitorFrequencyUnits","MonitoringReportingFrequency(to EPA)","MonitoringReportingFrequencyUnits","BeachLength (Mi)","Year"
"MI448745","Private Shoreline-West of Eagle Harbor","KEWEENAW","MI","150","DAYS","-","-","-","-","-","-","2.473","2017"
"MI685914","Public Shoreline Beach-Big Traverse Bay","KEWEENAW","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".861","2018"
"MI685914","Public Shoreline Beach-Big Traverse Bay","KEWEENAW","MI","105","DAYS","-","-","-","-","1","PER_WEEK",".861","2017"
"MI760510","Public Shoreline Beach-Gay Park","KEWEENAW","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK","1.765","2018"
"MI760510","Public Shoreline Beach-Gay Park","KEWEENAW","MI","105","DAYS","-","-","-","-","1","PER_WEEK","1.765","2017"
"WA423327","101 Avenue Sw Road End","KING","WA","360","DAYS","-","-","-","-","-","-",".034","2018"
"WA423327","101 Avenue Sw Road End","KING","WA","360","DAYS","-","-","-","-","-","-",".034","2017"
"WA968063","16th Avenue West Access","KING","WA","90","DAYS","-","-","-","-","-","-",".474","2018"
"WA968063","16th Avenue West Access","KING","WA","90","DAYS","-","-","-","-","-","-",".474","2017"
"WA545494","1st Avenue South Bridge Boat Launch","KING","WA","90","DAYS","-","-","-","-","-","-",".021","2018"
"WA545494","1st Avenue South Bridge Boat Launch","KING","WA","90","DAYS","-","-","-","-","-","-",".021","2017"
"WA184686","20th Place Sw Road End","KING","WA","90","DAYS","-","-","-","-","-","-",".014","2018"
"WA184686","20th Place Sw Road End","KING","WA","90","DAYS","-","-","-","-","-","-",".014","2017"
"WA593017","30th St. Road End","KING","WA","90","DAYS","-","-","-","-","-","-",".025","2018"
"WA593017","30th St. Road End","KING","WA","90","DAYS","-","-","-","-","-","-",".025","2017"
"WA614011","Alki Beach Park","KING","WA","105","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR","2.036","2018"
"WA614011","Alki Beach Park","KING","WA","105","DAYS","-","-","-","-","1","PER_YEAR","2.036","2017"
"WA443222","Alki Point Light Station","KING","WA","0","DAYS","0","PER_WEEK","0","PER_WEEK","0","PER_YEAR",".344","2018"
"WA443222","Alki Point Light Station","KING","WA","0","DAYS","-","-","-","-","0","PER_YEAR",".344","2017"
"WA556680","Anthony's Home Port Public Access","KING","WA","90","DAYS","-","-","-","-","-","-",".066","2018"
"WA556680","Anthony's Home Port Public Access","KING","WA","90","DAYS","-","-","-","-","-","-",".066","2017"
"WA157362","Arroyos Natural Area","KING","WA","90","DAYS","-","-","-","-","-","-",".122","2018"
"WA157362","Arroyos Natural Area","KING","WA","90","DAYS","-","-","-","-","-","-",".122","2017"
"WA665116","BOEING CREEK REEF","KING","WA","98","DAYS","-","-","-","-","-","-","0","2018"
"WA665116","BOEING CREEK REEF","KING","WA","98","DAYS","-","-","-","-","-","-","0","2017"
"WA433515","Ballard Elks Public Access","KING","WA","90","DAYS","-","-","-","-","-","-",".057","2018"
"WA433515","Ballard Elks Public Access","KING","WA","90","DAYS","-","-","-","-","-","-",".057","2017"
"WA670208","Bell Harbor Marina","KING","WA","90","DAYS","-","-","-","-","-","-",".092","2018"
"WA670208","Bell Harbor Marina","KING","WA","90","DAYS","-","-","-","-","-","-",".092","2017"
"WA634542","Bronson Street Road End","KING","WA","90","DAYS","-","-","-","-","-","-",".017","2018"
"WA634542","Bronson Street Road End","KING","WA","90","DAYS","-","-","-","-","-","-",".017","2017"
"WA179017","Burton Acres Church Camp","KING","WA","90","DAYS","-","-","-","-","-","-",".316","2018"
"WA179017","Burton Acres Church Camp","KING","WA","90","DAYS","-","-","-","-","-","-",".316","2017"
"WA287406","Burton Acres County Park","KING","WA","0","DAYS","0","PER_WEEK","0","PER_WEEK","0","PER_YEAR",".13","2018"
"WA287406","Burton Acres County Park","KING","WA","0","DAYS","-","-","-","-","0","PER_YEAR",".13","2017"
"WA482710","Camp Kilworth","KING","WA","90","DAYS","-","-","-","-","-","-",".164","2018"
"WA482710","Camp Kilworth","KING","WA","90","DAYS","-","-","-","-","-","-",".164","2017"
"WA907291","Camp Sealth","KING","WA","90","DAYS","-","-","-","-","-","-",".89","2018"
"WA907291","Camp Sealth","KING","WA","90","DAYS","-","-","-","-","-","-",".89","2017"
"WA215964","Camp Sealth South","KING","WA","90","DAYS","-","-","-","-","-","-",".519","2018"
"WA215964","Camp Sealth South","KING","WA","90","DAYS","-","-","-","-","-","-",".519","2017"
"WA721627","Carkeek Beach South","KING","WA","90","DAYS","-","-","-","-","-","-","1.261","2018"
"WA721627","Carkeek Beach South","KING","WA","90","DAYS","-","-","-","-","-","-","1.261","2017"
"WA121922","Carkeek Park","KING","WA","105","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".54","2018"
"WA121922","Carkeek Park","KING","WA","105","DAYS","-","-","-","-","1","PER_YEAR",".54","2017"
"WA964236","Colman Dock (Seattle Main Terminal)","KING","WA","90","DAYS","-","-","-","-","-","-",".177","2018"
"WA964236","Colman Dock (Seattle Main Terminal)","KING","WA","90","DAYS","-","-","-","-","-","-",".177","2017"
"WA847187","Cormorant Cove","KING","WA","0","DAYS","0","PER_WEEK","0","PER_WEEK","0","PER_YEAR",".037","2018"
"WA847187","Cormorant Cove","KING","WA","0","DAYS","-","-","-","-","0","PER_YEAR",".037","2017"
"WA984173","Cove Park","KING","WA","90","DAYS","-","-","-","-","-","-",".012","2018"
"WA984173","Cove Park","KING","WA","90","DAYS","-","-","-","-","-","-",".012","2017"
"WA510388","Cross Landing Road End","KING","WA","90","DAYS","-","-","-","-","-","-",".012","2018"
"WA510388","Cross Landing Road End","KING","WA","90","DAYS","-","-","-","-","-","-",".012","2017"
"WA686013","Dash Point State Park","KING","WA","105","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".698","2018"
"WA686013","Dash Point State Park","KING","WA","105","DAYS","-","-","-","-","1","PER_YEAR",".698","2017"
"WA257938","Des Moines Fishing Pier","KING","WA","109","DAYS","-","-","-","-","-","-",".11","2018"
"WA257938","Des Moines Fishing Pier","KING","WA","109","DAYS","-","-","-","-","-","-",".11","2017"
"WA704682","Des Moines Marina","KING","WA","90","DAYS","-","-","-","-","-","-","1.468","2018"
"WA704682","Des Moines Marina","KING","WA","90","DAYS","-","-","-","-","-","-","1.468","2017"
"WA784083","Des Moines Marina City Beach Park","KING","WA","90","DAYS","-","-","-","-","-","-",".204","2018"
"WA784083","Des Moines Marina City Beach Park","KING","WA","90","DAYS","-","-","-","-","-","-",".204","2017"
"WA917683","Diagonal St South Pacific Access","KING","WA","90","DAYS","-","-","-","-","-","-",".112","2018"
"WA917683","Diagonal St South Pacific Access","KING","WA","90","DAYS","-","-","-","-","-","-",".112","2017"
"WA519112","Discovery Park","KING","WA","0","DAYS","0","PER_WEEK","0","PER_WEEK","0","PER_YEAR","2.526","2018"
"WA519112","Discovery Park","KING","WA","0","DAYS","-","-","-","-","0","PER_YEAR","2.526","2017"
"WA839800","Dockton County Park","KING","WA","0","DAYS","0","PER_WEEK","0","PER_WEEK","0","PER_YEAR",".272","2018"
"WA839800","Dockton County Park","KING","WA","0","DAYS","-","-","-","-","0","PER_YEAR",".272","2017"
"WA242015","Don Armeni Park","KING","WA","90","DAYS","-","-","-","-","-","-",".289","2018"
"WA242015","Don Armeni Park","KING","WA","90","DAYS","-","-","-","-","-","-",".289","2017"
"WA134900","Dumas Bay Park Wildlife Sanctuary","KING","WA","90","DAYS","-","-","-","-","-","-",".085","2018"
"WA134900","Dumas Bay Park Wildlife Sanctuary","KING","WA","90","DAYS","-","-","-","-","-","-",".085","2017"
"WA561070","Duwamish Public Access, Terminal 105","KING","WA","90","DAYS","-","-","-","-","-","-",".047","2018"
"WA561070","Duwamish Public Access, Terminal 105","KING","WA","90","DAYS","-","-","-","-","-","-",".047","2017"
"WA479253","Duwamish Waterway Park","KING","WA","90","DAYS","-","-","-","-","-","-",".083","2018"
"WA479253","Duwamish Waterway Park","KING","WA","90","DAYS","-","-","-","-","-","-",".083","2017"
"WA641872","East Vashon Island, Beach 85","KING","WA","90","DAYS","-","-","-","-","-","-",".279","2018"
"WA641872","East Vashon Island, Beach 85","KING","WA","90","DAYS","-","-","-","-","-","-",".279","2017"
"WA572591","Elliot Bay Marina","KING","WA","90","DAYS","-","-","-","-","-","-",".422","2018"
"WA572591","Elliot Bay Marina","KING","WA","90","DAYS","-","-","-","-","-","-",".422","2017"
"WA493007","Elliot Bay Park","KING","WA","102","DAYS","-","-","-","-","-","-",".721","2018"
"WA493007","Elliot Bay Park","KING","WA","102","DAYS","-","-","-","-","-","-",".721","2017"
"WA849702","Emma Schmitz Me-kwa Mooks Park","KING","WA","90","DAYS","-","-","-","-","-","-",".308","2018"
"WA849702","Emma Schmitz Me-kwa Mooks Park","KING","WA","90","DAYS","-","-","-","-","-","-",".308","2017"
"WA843737","FISHERMAN'S TERMINAL","KING","WA","98","DAYS","-","-","-","-","-","-","0","2018"
"WA843737","FISHERMAN'S TERMINAL","KING","WA","98","DAYS","-","-","-","-","-","-","0","2017"
"WA118265","Fauntleroy Ferry Dock","KING","WA","90","DAYS","-","-","-","-","-","-",".02","2018"
"WA118265","Fauntleroy Ferry Dock","KING","WA","90","DAYS","-","-","-","-","-","-",".02","2017"
"WA637842","Fern Cove Park","KING","WA","90","DAYS","-","-","-","-","-","-",".126","2018"
"WA637842","Fern Cove Park","KING","WA","90","DAYS","-","-","-","-","-","-",".126","2017"
"WA285242","Fidalgo Street Road End","KING","WA","90","DAYS","-","-","-","-","-","-",".006","2018"
"WA285242","Fidalgo Street Road End","KING","WA","90","DAYS","-","-","-","-","-","-",".006","2017"
"WA794937","Gilman Ave W End","KING","WA","90","DAYS","-","-","-","-","-","-",".019","2018"
"WA794937","Gilman Ave W End","KING","WA","90","DAYS","-","-","-","-","-","-",".019","2017"
"WA339253","Golden Gardens","KING","WA","105","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".894","2018"
"WA339253","Golden Gardens","KING","WA","105","DAYS","-","-","-","-","1","PER_YEAR",".894","2017"
"WA903234","HARBOR VISTA PARK","KING","WA","98","DAYS","-","-","-","-","-","-","0","2018"
"WA903234","HARBOR VISTA PARK","KING","WA","98","DAYS","-","-","-","-","-","-","0","2017"
"WA578493","Harbor Island Marina","KING","WA","90","DAYS","-","-","-","-","-","-",".147","2018"
"WA578493","Harbor Island Marina","KING","WA","90","DAYS","-","-","-","-","-","-",".147","2017"
"WA540792","Harbor Marina Corporate Center","KING","WA","90","DAYS","-","-","-","-","-","-",".161","2018"
"WA540792","Harbor Marina Corporate Center","KING","WA","90","DAYS","-","-","-","-","-","-",".161","2017"
"WA654022","Herrings House Park / Terminal 107 Park","KING","WA","90","DAYS","-","-","-","-","-","-",".566","2018"
"WA654022","Herrings House Park / Terminal 107 Park","KING","WA","90","DAYS","-","-","-","-","-","-",".566","2017"
"WA319148","Hiram M. Chittendon Locks","KING","WA","90","DAYS","-","-","-","-","-","-",".564","2018"
"WA319148","Hiram M. Chittendon Locks","KING","WA","90","DAYS","-","-","-","-","-","-",".564","2017"
"WA667551","Jack Block Park","KING","WA","90","DAYS","-","-","-","-","-","-",".403","2018"
"WA667551","Jack Block Park","KING","WA","90","DAYS","-","-","-","-","-","-",".403","2017"
"WA461292","Jack Perry Memorial View Point","KING","WA","90","DAYS","-","-","-","-","-","-",".134","2018"
"WA461292","Jack Perry Memorial View Point","KING","WA","90","DAYS","-","-","-","-","-","-",".134","2017"
"WA843384","Jack Perry Memorial Viewpoint","KING","WA","90","DAYS","-","-","-","-","-","-",".173","2018"
"WA843384","Jack Perry Memorial Viewpoint","KING","WA","90","DAYS","-","-","-","-","-","-",".173","2017"
"WA160611","Lincoln Park","KING","WA","105","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR","1.025","2018"
"WA160611","Lincoln Park","KING","WA","105","DAYS","-","-","-","-","1","PER_YEAR","1.025","2017"
"WA498001","Lisabuela Park","KING","WA","90","DAYS","-","-","-","-","-","-",".053","2018"
"WA498001","Lisabuela Park","KING","WA","90","DAYS","-","-","-","-","-","-",".053","2017"
"WA649829","Lost Lake Park","KING","WA","90","DAYS","-","-","-","-","-","-",".259","2018"
"WA649829","Lost Lake Park","KING","WA","90","DAYS","-","-","-","-","-","-",".259","2017"
"WA623881","Lowman Beach","KING","WA","0","DAYS","0","PER_WEEK","0","PER_WEEK","0","PER_YEAR",".055","2018"
"WA623881","Lowman Beach","KING","WA","0","DAYS","-","-","-","-","0","PER_YEAR",".055","2017"
"WA861095","MAGNOLIA TIDELANDS PARK","KING","WA","98","DAYS","-","-","-","-","-","-","0","2018"
"WA861095","MAGNOLIA TIDELANDS PARK","KING","WA","98","DAYS","-","-","-","-","-","-","0","2017"
"WA257715","Magnolia Park","KING","WA","90","DAYS","-","-","-","-","-","-",".157","2018"
"WA257715","Magnolia Park","KING","WA","90","DAYS","-","-","-","-","-","-",".157","2017"
"WA139362","Magnolia Tidelands Park","KING","WA","90","DAYS","-","-","-","-","-","-","1.831","2018"
"WA139362","Magnolia Tidelands Park","KING","WA","90","DAYS","-","-","-","-","-","-","1.831","2017"
"WA711757","Marine View Park","KING","WA","90","DAYS","-","-","-","-","-","-",".229","2018"
"WA711757","Marine View Park","KING","WA","90","DAYS","-","-","-","-","-","-",".229","2017"
"WA399463","Maury Island Marine Park","KING","WA","90","DAYS","-","-","-","-","-","-","1.391","2018"
"WA399463","Maury Island Marine Park","KING","WA","90","DAYS","-","-","-","-","-","-","1.391","2017"
"WA494888","Maury Island, Beach 83","KING","WA","90","DAYS","-","-","-","-","-","-",".353","2018"
"WA494888","Maury Island, Beach 83","KING","WA","90","DAYS","-","-","-","-","-","-",".353","2017"
"WA695498","Myrtle Edwards Park","KING","WA","0","DAYS","0","PER_WEEK","0","PER_WEEK","0","PER_YEAR",".305","2018"
"WA695498","Myrtle Edwards Park","KING","WA","0","DAYS","-","-","-","-","0","PER_YEAR",".305","2017"
"WA327689","NW 57th Street End","KING","WA","90","DAYS","-","-","-","-","-","-",".014","2018"
"WA327689","NW 57th Street End","KING","WA","90","DAYS","-","-","-","-","-","-",".014","2017"
"WA580048","Olympic Sculpture Park","KING","WA","90","DAYS","-","-","-","-","-","-",".122","2018"
"WA580048","Olympic Sculpture Park","KING","WA","90","DAYS","-","-","-","-","-","-",".122","2017"
"WA948143","PIER 48 VIEWPOINT","KING","WA","98","DAYS","-","-","-","-","-","-","0","2018"
"WA948143","PIER 48 VIEWPOINT","KING","WA","98","DAYS","-","-","-","-","-","-","0","2017"
"WA925053","Pier 66, Seattle Bell Street Pier","KING","WA","90","DAYS","-","-","-","-","-","-",".048","2018"
"WA925053","Pier 66, Seattle Bell Street Pier","KING","WA","90","DAYS","-","-","-","-","-","-",".048","2017"
"WA984543","Pier 69, Seattle Waterfront","KING","WA","90","DAYS","-","-","-","-","-","-",".087","2018"
"WA984543","Pier 69, Seattle Waterfront","KING","WA","90","DAYS","-","-","-","-","-","-",".087","2017"
"WA716732","Piers 62 And 63","KING","WA","90","DAYS","-","-","-","-","-","-",".054","2018"
"WA716732","Piers 62 And 63","KING","WA","90","DAYS","-","-","-","-","-","-",".054","2017"
"WA499176","Point Heyer 'Kvi' Beach","KING","WA","90","DAYS","-","-","-","-","-","-",".797","2018"
"WA499176","Point Heyer 'Kvi' Beach","KING","WA","90","DAYS","-","-","-","-","-","-",".797","2017"
"WA115644","Point Robinson County Park","KING","WA","90","DAYS","-","-","-","-","-","-",".257","2018"
"WA115644","Point Robinson County Park","KING","WA","90","DAYS","-","-","-","-","-","-",".257","2017"
"WA957992","Portland St & 8th Ave. Road End","KING","WA","90","DAYS","-","-","-","-","-","-",".021","2018"
"WA957992","Portland St & 8th Ave. Road End","KING","WA","90","DAYS","-","-","-","-","-","-",".021","2017"
"WA130153","Poverty Bay County Park","KING","WA","90","DAYS","-","-","-","-","-","-",".303","2018"
"WA130153","Poverty Bay County Park","KING","WA","90","DAYS","-","-","-","-","-","-",".303","2017"
"WA382829","Quartermaster Marina","KING","WA","90","DAYS","-","-","-","-","-","-",".043","2018"
"WA382829","Quartermaster Marina","KING","WA","90","DAYS","-","-","-","-","-","-",".043","2017"
"WA481873","Quartermaster Yacht Club","KING","WA","90","DAYS","-","-","-","-","-","-",".106","2018"
"WA481873","Quartermaster Yacht Club","KING","WA","90","DAYS","-","-","-","-","-","-",".106","2017"
"WA149989","Redondo City Beach","KING","WA","90","DAYS","-","-","-","-","-","-",".207","2018"
"WA149989","Redondo City Beach","KING","WA","90","DAYS","-","-","-","-","-","-",".207","2017"
"WA676420","Redondo County Park","KING","WA","105","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".108","2018"
"WA676420","Redondo County Park","KING","WA","105","DAYS","-","-","-","-","1","PER_YEAR",".108","2017"
"WA726327","Richey Viewpoint","KING","WA","105","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".331","2018"
"WA726327","Richey Viewpoint","KING","WA","105","DAYS","-","-","-","-","1","PER_YEAR",".331","2017"
"WA705527","Richmond Beach Saltwater Park","KING","WA","105","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".52","2018"
"WA705527","Richmond Beach Saltwater Park","KING","WA","105","DAYS","-","-","-","-","1","PER_YEAR",".52","2017"
"WA926058","SOUTH 239TH BEACH ACCESS","KING","WA","98","DAYS","-","-","-","-","-","-","0","2018"
"WA926058","SOUTH 239TH BEACH ACCESS","KING","WA","98","DAYS","-","-","-","-","-","-","0","2017"
"WA886224","SW 98th St End","KING","WA","90","DAYS","-","-","-","-","-","-",".011","2018"
"WA886224","SW 98th St End","KING","WA","90","DAYS","-","-","-","-","-","-",".011","2017"
"WA916921","SW Andover St End","KING","WA","90","DAYS","-","-","-","-","-","-",".006","2018"
"WA916921","SW Andover St End","KING","WA","90","DAYS","-","-","-","-","-","-",".006","2017"
"WA341829","SW Brace Point Drive Road End","KING","WA","90","DAYS","-","-","-","-","-","-",".002","2018"
"WA341829","SW Brace Point Drive Road End","KING","WA","90","DAYS","-","-","-","-","-","-",".002","2017"
"WA700738","SW Caroll St End","KING","WA","90","DAYS","-","-","-","-","-","-",".029","2018"
"WA700738","SW Caroll St End","KING","WA","90","DAYS","-","-","-","-","-","-",".029","2017"
"WA375576","SW Lander St End","KING","WA","90","DAYS","-","-","-","-","-","-",".012","2018"
"WA375576","SW Lander St End","KING","WA","90","DAYS","-","-","-","-","-","-",".012","2017"
"WA530291","SW Spokane St A End","KING","WA","90","DAYS","-","-","-","-","-","-",".016","2018"
"WA530291","SW Spokane St A End","KING","WA","90","DAYS","-","-","-","-","-","-",".016","2017"
"WA706751","SW Spokane St C End","KING","WA","90","DAYS","-","-","-","-","-","-",".04","2018"
"WA706751","SW Spokane St C End","KING","WA","90","DAYS","-","-","-","-","-","-",".04","2017"
"WA533157","SW Spokane Street Bridge","KING","WA","90","DAYS","-","-","-","-","-","-",".076","2018"
"WA533157","SW Spokane Street Bridge","KING","WA","90","DAYS","-","-","-","-","-","-",".076","2017"
"WA667355","Saltwater State Park","KING","WA","105","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".276","2018"
"WA667355","Saltwater State Park","KING","WA","105","DAYS","-","-","-","-","1","PER_YEAR",".276","2017"
"WA598949","Seacrest Park","KING","WA","0","DAYS","0","PER_WEEK","0","PER_WEEK","0","PER_YEAR",".415","2018"
"WA598949","Seacrest Park","KING","WA","0","DAYS","-","-","-","-","0","PER_YEAR",".415","2017"
"WA347545","Seahurst Park","KING","WA","105","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".752","2018"
"WA347545","Seahurst Park","KING","WA","105","DAYS","-","-","-","-","1","PER_YEAR",".752","2017"
"WA752909","Seattle Aquarium","KING","WA","90","DAYS","-","-","-","-","-","-",".122","2018"
"WA752909","Seattle Aquarium","KING","WA","90","DAYS","-","-","-","-","-","-",".122","2017"
"WA837420","Seattle Waterfront Park","KING","WA","90","DAYS","-","-","-","-","-","-",".08","2018"
"WA837420","Seattle Waterfront Park","KING","WA","90","DAYS","-","-","-","-","-","-",".08","2017"
"WA746235","Shilshole Bay Marina","KING","WA","90","DAYS","-","-","-","-","-","-",".9","2018"
"WA746235","Shilshole Bay Marina","KING","WA","90","DAYS","-","-","-","-","-","-",".9","2017"
"WA800362","Smith Cove Park","KING","WA","90","DAYS","-","-","-","-","-","-",".304","2018"
"WA800362","Smith Cove Park","KING","WA","90","DAYS","-","-","-","-","-","-",".304","2017"
"WA754078","Southeast Vashon Island, Beach 79","KING","WA","90","DAYS","-","-","-","-","-","-",".12","2018"
"WA754078","Southeast Vashon Island, Beach 79","KING","WA","90","DAYS","-","-","-","-","-","-",".12","2017"
"WA490254","Southworth Ferry Dock, Vashon Island","KING","WA","90","DAYS","-","-","-","-","-","-",".332","2018"
"WA490254","Southworth Ferry Dock, Vashon Island","KING","WA","90","DAYS","-","-","-","-","-","-",".332","2017"
"WA346932","Spring Beach County Park","KING","WA","90","DAYS","-","-","-","-","-","-",".196","2018"
"WA346932","Spring Beach County Park","KING","WA","90","DAYS","-","-","-","-","-","-",".196","2017"
"WA763316","Terminal 115 Viewpoint","KING","WA","90","DAYS","-","-","-","-","-","-",".404","2018"
"WA763316","Terminal 115 Viewpoint","KING","WA","90","DAYS","-","-","-","-","-","-",".404","2017"
"WA473838","Terminal 18 Public Access Park","KING","WA","90","DAYS","-","-","-","-","-","-",".075","2018"
"WA473838","Terminal 18 Public Access Park","KING","WA","90","DAYS","-","-","-","-","-","-",".075","2017"
"WA507254","Three Tree Point","KING","WA","90","DAYS","-","-","-","-","-","-",".01","2018"
"WA507254","Three Tree Point","KING","WA","90","DAYS","-","-","-","-","-","-",".01","2017"
"WA919497","Three Tree Street Road End","KING","WA","90","DAYS","-","-","-","-","-","-",".015","2018"
"WA919497","Three Tree Street Road End","KING","WA","90","DAYS","-","-","-","-","-","-",".015","2017"
"WA513538","Tramp Harbor","KING","WA","90","DAYS","-","-","-","-","-","-",".419","2018"
"WA513538","Tramp Harbor","KING","WA","90","DAYS","-","-","-","-","-","-",".419","2017"
"WA453104","Tramp Harbor Fishing Pier","KING","WA","90","DAYS","-","-","-","-","-","-",".06","2018"
"WA453104","Tramp Harbor Fishing Pier","KING","WA","90","DAYS","-","-","-","-","-","-",".06","2017"
"WA124052","Tramp Harbor Tidelands","KING","WA","90","DAYS","-","-","-","-","-","-",".075","2018"
"WA124052","Tramp Harbor Tidelands","KING","WA","90","DAYS","-","-","-","-","-","-",".075","2017"
"WA327045","VASHON BEACH BOAT LAUNCH","KING","WA","98","DAYS","-","-","-","-","-","-","0","2018"
"WA327045","VASHON BEACH BOAT LAUNCH","KING","WA","98","DAYS","-","-","-","-","-","-","0","2017"
"WA960139","Vashon Highway Access Point","KING","WA","90","DAYS","-","-","-","-","-","-",".029","2018"
"WA960139","Vashon Highway Access Point","KING","WA","90","DAYS","-","-","-","-","-","-",".029","2017"
"WA974550","W Sheridan St End","KING","WA","90","DAYS","-","-","-","-","-","-",".011","2018"
"WA974550","W Sheridan St End","KING","WA","90","DAYS","-","-","-","-","-","-",".011","2017"
"WA674455","Washington Street Boat Access","KING","WA","90","DAYS","-","-","-","-","-","-",".054","2018"
"WA674455","Washington Street Boat Access","KING","WA","90","DAYS","-","-","-","-","-","-",".054","2017"
"WA324628","West Vashon Island, Beach 77","KING","WA","90","DAYS","-","-","-","-","-","-",".121","2018"
"WA324628","West Vashon Island, Beach 77","KING","WA","90","DAYS","-","-","-","-","-","-",".121","2017"
"WA185926","West Vashon Island, Beach 78","KING","WA","90","DAYS","-","-","-","-","-","-",".361","2018"
"WA185926","West Vashon Island, Beach 78","KING","WA","90","DAYS","-","-","-","-","-","-",".361","2017"
"WA765607","West Vashon Land Trust","KING","WA","90","DAYS","-","-","-","-","-","-",".08","2018"
"WA765607","West Vashon Land Trust","KING","WA","90","DAYS","-","-","-","-","-","-",".08","2017"
"WA606673","Winghaven Park","KING","WA","90","DAYS","-","-","-","-","-","-",".109","2018"
"WA606673","Winghaven Park","KING","WA","90","DAYS","-","-","-","-","-","-",".109","2017"
"WA159818","Zenith Overlook & Beach Access","KING","WA","90","DAYS","-","-","-","-","-","-",".005","2018"
"WA159818","Zenith Overlook & Beach Access","KING","WA","90","DAYS","-","-","-","-","-","-",".005","2017"
"VA351214","FAIRVIEW BEACH","KING GEORGE","VA","153","DAYS","4","PER_MONTH","0","PER_MONTH","1","PER_YEAR",".74","2018"
"VA351214","FAIRVIEW BEACH","KING GEORGE","VA","153","DAYS","-","-","-","-","1","PER_YEAR",".74","2017"
"NY845358","CONEY ISLAND","KINGS","NY","106","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR","2.59","2018"
"NY845358","CONEY ISLAND","KINGS","NY","106","DAYS","-","-","-","-","1","PER_YEAR","2.59","2017"
"NY651295","CONEY ISLAND - W. 8TH ST. TO PIER","KINGS","NY","15","WEEKS","-","-","-","-","-","-",".47","2018"
"NY651295","CONEY ISLAND - W. 8TH ST. TO PIER","KINGS","NY","15","WEEKS","-","-","-","-","-","-",".47","2017"
"NY896866","CONEY ISLAND BEACH  - BRIGHTON 15TH - 6TH","KINGS","NY","15","WEEKS","-","-","-","-","-","-",".33","2018"
"NY896866","CONEY ISLAND BEACH  - BRIGHTON 15TH - 6TH","KINGS","NY","15","WEEKS","-","-","-","-","-","-",".33","2017"
"NY282349","CONEY ISLAND BEACH - BRIGHTON 6TH - OCEAN PARKWAY","KINGS","NY","15","WEEKS","-","-","-","-","-","-",".28","2018"
"NY282349","CONEY ISLAND BEACH - BRIGHTON 6TH - OCEAN PARKWAY","KINGS","NY","15","WEEKS","-","-","-","-","-","-",".28","2017"
"NY149169","CONEY ISLAND BEACH - OCEAN PARKWAY - W. 8TH","KINGS","NY","15","WEEKS","-","-","-","-","-","-",".47","2018"
"NY149169","CONEY ISLAND BEACH - OCEAN PARKWAY - W. 8TH","KINGS","NY","15","WEEKS","-","-","-","-","-","-",".47","2017"
"NY996039","CONEY ISLAND BEACH - W. 16TH - 27TH","KINGS","NY","15","WEEKS","-","-","-","-","-","-",".75","2018"
"NY996039","CONEY ISLAND BEACH - W. 16TH - 27TH","KINGS","NY","15","WEEKS","-","-","-","-","-","-",".75","2017"
"NY399671","CONEY ISLAND BEACH - W. 28TH - W. 37TH","KINGS","NY","15","WEEKS","-","-","-","-","-","-",".85","2018"
"NY399671","CONEY ISLAND BEACH - W. 28TH - W. 37TH","KINGS","NY","15","WEEKS","-","-","-","-","-","-",".85","2017"
"NY630087","GERRITSEN/KIDDIE BEACH","KINGS","NY","106","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".08","2018"
"NY630087","GERRITSEN/KIDDIE BEACH","KINGS","NY","106","DAYS","-","-","-","-","1","PER_YEAR",".08","2017"
"NY907198","KINGSBOROUGH COMMUNITY COLLEGE","KINGS","NY","100","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".11","2018"
"NY907198","KINGSBOROUGH COMMUNITY COLLEGE","KINGS","NY","100","DAYS","-","-","-","-","1","PER_YEAR",".11","2017"
"NY527095","MANHATTAN BEACH","KINGS","NY","106","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".27","2018"
"NY527095","MANHATTAN BEACH","KINGS","NY","106","DAYS","-","-","-","-","1","PER_YEAR",".27","2017"
